0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
117,117,78,78,81,123,82,136,14,136,136,66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104
117,78,78,81,123,82,136,14,136,136,66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135
78,78,81,123,82,136,14,136,136,66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135
78,81,123,82,136,14,136,136,66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77
81,123,82,136,14,136,136,66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77
123,82,136,14,136,136,66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88
82,136,14,136,136,66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77
136,14,136,136,66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77
14,136,136,66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77
136,136,66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77
136,66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135
66,136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115
136,123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115
123,135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104
135,124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98
124,67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104
67,124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104
124,76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98
76,115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88
115,103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98
103,124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135
124,123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77
123,55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98
55,104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98
104,103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104
103,123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115
123,123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104
123,18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135
18,96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135
96,134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77
134,73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77
73,97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88
97,32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77
32,77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124
77,121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124
121,96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124
96,96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115
96,134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104
134,134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115
134,76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115
76,122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104
122,113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98
113,122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104
122,49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104
49,76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98
76,97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88
97,103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98
103,104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115
104,80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104
80,18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98
18,122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104
122,122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98
122,81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104
81,103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115
103,104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104
104,103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98
103,80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88
80,113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74
113,134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74,79
134,81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74,79,95
81,122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74,79,95,95
122,114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74,79,95,95,121
114,97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74,79,95,95,121,106
97,98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74,79,95,95,121,106,101
98,75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74,79,95,95,121,106,101,79
75,66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74,79,95,95,121,106,101,79,95
66,122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74,79,95,95,121,106,101,79,95,119
122,122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74,79,95,95,121,106,101,79,95,119,103
122,134,97,98,97,102,2,118,76,81,82,103,18,76,77,66,81,82,133,134,102,97,77,103,82,135,77,98,98,104,115,104,135,135,77,77,88,77,77,77,77,135,115,115,104,98,104,104,98,88,98,135,77,98,98,104,115,104,135,135,77,77,88,77,124,124,124,115,104,115,115,104,98,104,104,98,88,98,115,104,98,104,98,104,115,104,98,88,74,79,95,95,121,106,101,79,95,119,103,26
